Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv2422	-	Hypothetical protein	2017_Xu_1D	-0.528746491154608	1	1	4
Rv2423	-	Hypothetical protein	2017_Xu_1D	-0.053921808544422	1	1	4
Rv2424c	-	Probable transposase	2017_Xu_1D	-0.189904949613336	1	1	1
Rv2425c	-	hypothetical protein	2017_Xu_1D	-0.066409944941427	1	1	4
Rv2426c	-	hypothetical protein	2017_Xu_1D	0.240146490657884	1	1	4
Rv2427c	proA	Probable gamma-glutamyl phosphate reductase protein ProA (GPR) (glutamate-5-semialdehyde dehydrogenase) (glutamyl-gamma-semialdehyde dehydrogenase)	2017_Xu_1D	0.612129233108405	1	1	0
Rv2428	ahpC	Alkyl hydroperoxide reductase C protein AhpC (alkyl hydroperoxidase C)	2017_Xu_1D	-0.036606471262189	1	1	0
Rv2429	ahpD	Alkyl hydroperoxide reductase D protein AhpD (alkyl hydroperoxidase D)	2017_Xu_1D	-0.221545239696211	1	1	1
Rv2430c	PPE41	PPE family protein PPE41	2017_Xu_1D	-0.029453888835289	1	1	2
Rv2431c	PE25	PE family protein PE25	2017_Xu_1D	-0.378282787494524	1	1	2
Rv2432c	-	Hypothetical protein	2017_Xu_1D	0.09795159978113	1	1	4
Rv2433c	-	Hypothetical protein	2017_Xu_1D	0.349563794174444	1	1	4
Rv2434c	-	Probable conserved transmembrane protein	2017_Xu_1D	0.051743575093998	1	1	2
Rv2435c	-	Probable cyclase (adenylyl-or guanylyl-)(adenylate-or guanylate-)	2017_Xu_1D	-0.24545468142491	1	1	2
Rv2436	rbsK	Ribokinase RbsK	2017_Xu_1D	-0.036652422671473	1	1	0
Rv2437	-	Conserved transmembrane protein	2017_Xu_1D	-0.157518725538757	1	1	3
Rv2438c	nadE	Glutamine-dependent NAD(+) synthetase NadE (NAD(+) synthase [glutamine-hydrolysing])	2017_Xu_1D	-0.415037499278844	1	1	1
Rv2438A	-	hypothetical protein	2017_Xu_1D	-0.04055837665977	1	1	3
Rv2439c	proB	Probable glutamate 5-kinase protein ProB (gamma-glutamyl kinase) (GK)	2017_Xu_1D	0	1	1	0
Rv2440c	obg	Probable GTP1/Obg-family GTP-binding protein Obg	2017_Xu_1D	0	1	1	1
Rv2441c	rpmA	50S ribosomal protein L27 RpmA	2017_Xu_1D	0	1	1	0
Rv2442c	rplU	50S ribosomal protein L21 RplU	2017_Xu_1D	0	1	1	0
Rv2443	dctA	Probable C4-dicarboxylate-transport transmembrane protein DctA	2017_Xu_1D	-0.014081058264201	1	1	0
Rv2444c	rne	Possible ribonuclease E Rne	2017_Xu_1D	1.15000947274521	1	1	0
Rv2445c	ndkA	Probable nucleoside diphosphate kinase NdkA (NDK) (NDP kinase) (nucleoside-2-P kinase)	2017_Xu_1D	0.736965594166206	1	1	0
Rv2446c	-	Probable conserved integral membrane protein	2017_Xu_1D	0.148897028501078	1	1	4
Rv2447c	folC	Probable folylpolyglutamate synthase protein FolC (folylpoly-gamma-glutamate synthetase) (FPGS)	2017_Xu_1D	0	1	1	0
Rv2448c	valS	Probable valyl-tRNA synthase protein ValS (valyl-tRNA synthetase) (valine--tRNA ligase) (valine translase)	2017_Xu_1D	0	1	1	0
Rv2449c	-	hypothetical protein	2017_Xu_1D	-0.142150219068752	1	1	4
Rv2450c	rpfE	Probable resuscitation-promoting factor RpfE	2017_Xu_1D	-0.923246845115895	1	1	2
Rv2451	-	Hypothetical proline and serine rich protein	2017_Xu_1D	-0.154749784775982	1	1	4
Rv2452c	-	Hypothetical protein	2017_Xu_1D	0.022202139413573	1	1	4
Rv2453c	mobA	Probable molybdopterin-guanine dinucleotide biosynthesis protein A MobA	2017_Xu_1D	0.255623284874221	1	1	1
Rv2454c	-	Probable oxidoreductase (beta subunit)	2017_Xu_1D	0.503574173880501	1	1	2
Rv2455c	-	Probable oxidoreductase (alpha subunit)	2017_Xu_1D	-0.484358559782751	1	1	2
Rv2456c	-	Probable conserved integral membrane transport protein	2017_Xu_1D	0.19400680603328	1	1	2
Rv2457c	clpX	Probable ATP-dependent CLP protease ATP-binding subunit ClpX	2017_Xu_1D	0	1	1	0
Rv2458	mmuM	Probable homocysteine S-methyltransferase MmuM (S-methylmethionine:homocysteine methyltransferase) (cysteine methyltransferase)	2017_Xu_1D	0.105867180788978	1	1	1
Rv2459	-	Probable conserved integral membrane transport protein	2017_Xu_1D	0.013171552111857	1	1	2
Rv2460c	clpP2	Probable ATP-dependent CLP protease proteolytic subunit 2 ClpP2 (endopeptidase CLP 2)	2017_Xu_1D	0	1	1	0
Rv2461c	clpP1	Probable ATP-dependent CLP protease proteolytic subunit 1 ClpP1 (endopeptidase CLP)	2017_Xu_1D	0	1	1	0
Rv2462c	tig	Probable trigger factor (TF) protein Tig	2017_Xu_1D	0.200181981582277	1	1	0
Rv2463	lipP	Probable esterase/lipase LipP	2017_Xu_1D	0.966822300122463	1	1	1
Rv2464c	-	Possible DNA glycosylase	2017_Xu_1D	-0.438679880964409	1	1	1
Rv2465c	rpiB	Ribose-5-phosphate isomerase	2017_Xu_1D	-0.15200309344505	1	1	0
Rv2466c	-	hypothetical protein	2017_Xu_1D	-0.286627916095041	1	1	3
Rv2467	pepN	Probable aminopeptidase N PepN (Lysyl aminopeptidase) (LYS-AP) (alanine aminopeptidase)	2017_Xu_1D	-0.215861619405679	1	1	0
Rv2468c	-	hypothetical protein	2017_Xu_1D	-0.014140881408058	1	1	4
Rv2469c	-	hypothetical protein	2017_Xu_1D	-0.51824286318188	1	1	3
Rv2470	glbO	Globin (oxygen-binding protein) GlbO	2017_Xu_1D	-0.049433359804502	1	1	1
Rv2471	aglA	Probable alpha-glucosidase AglA (maltase) (glucoinvertase) (glucosidosucrase) (maltase-glucoamylase) (lysosomal alpha-glucosidase) (acid maltase)	2017_Xu_1D	-0.252510638393133	1	1	0
Rv2472	-	hypothetical protein	2017_Xu_1D	-0.010766025090199	1	1	4
Rv2473	-	Possible alanine and proline rich membrane protein	2017_Xu_1D	0.491139574847669	1	1	3
Rv2474c	-	hypothetical protein	2017_Xu_1D	-0.134096303430382	1	1	4
Rv2475c	-	hypothetical protein	2017_Xu_1D	-0.661188573178537	1	1	4
Rv2476c	gdh	Probable NAD-dependent glutamate dehydrogenase Gdh (NAD-Gdh) (NAD-dependent glutamic dehydrogenase)	2017_Xu_1D	-2.93878437636654	0	3	1
Rv2477c	-	Probable macrolide-transport ATP-binding protein ABC transporter	2017_Xu_1D	1.63742992061529	1	1	2
Rv2478c	-	hypothetical protein	2017_Xu_1D	-0.115277245828946	1	1	3
Rv2479c	-	Probable transposase	2017_Xu_1D	0.07911177182651	1	1	1
Rv2480c	-	Possible transposase for insertion sequence element IS6110 (fragment)	2017_Xu_1D	0.22765976824661	1	1	1
Rv2481c	-	Hypothetical protein	2017_Xu_1D	-0.958371812467329	0.772446	1	4
Rv2482c	plsB2	Probable glycerol-3-phosphate acyltransferase PlsB2 (GPAT)	2017_Xu_1D	0.219059313825752	1	1	0
Rv2483c	plsC	Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT)	2017_Xu_1D	0.493303950509195	1	1	0
Rv2484c	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	2017_Xu_1D	1.8135188150036	1	1	3
Rv2485c	lipQ	Probable carboxylesterase LipQ	2017_Xu_1D	-0.559275299637573	1	1	1
Rv2486	echA14	Probable enoyl-CoA hydratase EchA14 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1D	0.05401531221706	1	1	0
Rv2487c	PE_PGRS42	PE-PGRS family protein PE_PGRS42	2017_Xu_1D	-0.02475467420932	1	1	2
Rv2488c	-	Probable transcriptional regulatory protein (LuxR-family)	2017_Xu_1D	-0.049306637046244	1	1	1
Rv2489c	-	Hypothetical alanine rich protein	2017_Xu_1D	-0.086193322015352	1	1	4
Rv2490c	PE_PGRS43	PE-PGRS family protein PE_PGRS43	2017_Xu_1D	0.511757801374205	0.62558	1	2
Rv2491	-	hypothetical protein	2017_Xu_1D	-1.09400545100198	1	1	4
Rv2492	-	Hypothetical protein	2017_Xu_1D	0.264318861603716	1	1	3
Rv2493	vapB38	Possible antitoxin VapB38	2017_Xu_1D	0	1	1	3
Rv2494	vapC38	Possible toxin VapC38 Contains PIN domain	2017_Xu_1D	0.068809830699627	1	1	3
Rv2495c	bkdC	Probable branched-chain keto acid dehydrogenase E2 component BkdC	2017_Xu_1D	-0.170909957263022	1	1	0
Rv2496c	bkdB	Probable branched-chain keto acid dehydrogenase E1 component, beta subunit BkdB	2017_Xu_1D	-1.45914869671648	1	1	0
Rv2497c	bkdA	Probable branched-chain keto acid dehydrogenase E1 component, alpha subunit BkdA	2017_Xu_1D	0.036961057014651	1	1	0
Rv2498c	citE	Probable citrate (pro-3S)-lyase (beta subunit) CitE (citrase) (citratase) (citritase) (citridesmolase) (citrase aldolase)	2017_Xu_1D	-0.755373874335129	1	1	0
Rv2499c	-	Possible oxidase regulatory-related protein	2017_Xu_1D	0.435339438128049	1	1	2
Rv2500c	fadE19	Possible acyl-CoA dehydrogenase FadE19 (MMGC)	2017_Xu_1D	-1.10449234073006	1	1	1
Rv2501c	accA1	Probable acetyl-/propionyl-coenzyme A carboxylase alpha chain (alpha subunit) AccA1: biotin carboxylase + biotin carboxyl carrier protein (BCCP)	2017_Xu_1D	0.350617276622943	1	1	0
Rv2502c	accD1	Probable acetyl-/propionyl-CoA carboxylase (beta subunit) AccD1	2017_Xu_1D	-0.040168506653066	1	1	0
Rv2503c	scoB	Probable succinyl-CoA:3-ketoacid-coenzyme A transferase (beta subunit) ScoB (3-oxo-acid:CoA transferase) (OXCT B) (succinyl CoA:3-oxoacid CoA-transferase)	2017_Xu_1D	0.239521219899392	1	1	0
Rv2504c	scoA	Probable succinyl-CoA:3-ketoacid-coenzyme A transferase (alpha subunit) ScoA (3-oxo acid:CoA transferase) (OXCT A) (succinyl-CoA:3-oxoacid-coenzyme A transferase)	2017_Xu_1D	-0.094474180910196	1	1	0
Rv2505c	fadD35	Probable fatty-acid-CoA ligase FadD35 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	2017_Xu_1D	0.469881287989586	1	1	1
Rv2506	-	Probable transcriptional regulatory protein (probably TetR-family)	2017_Xu_1D	1.85333268167832	1	1	1
Rv2507	-	Possible conserved proline rich membrane protein	2017_Xu_1D	2.9217748326945	0.059531	1	3
Rv2508c	-	Probable conserved integral membrane leucine and alanine rich protein	2017_Xu_1D	-0.57844126724929	1	1	3
Rv2509	-	Probable short-chain type dehydrogenase/reductase	2017_Xu_1D	0	1	1	3
Rv2510c	-	hypothetical protein	2017_Xu_1D	-0.05175739538162	1	1	4
Rv2511	orn	Oligoribonuclease Orn	2017_Xu_1D	1.15200309344505	1	1	1
Rv2512c	-	Transposase for insertion sequence element IS1081	2017_Xu_1D	-0.045958675433041	1	1	1
Rv2513	-	Hypothetical protein	2017_Xu_1D	0.209489532390652	1	1	4
Rv2514c	-	hypothetical protein	2017_Xu_1D	-0.303651660876251	1	1	4
Rv2515c	-	hypothetical protein	2017_Xu_1D	0.159725005200791	1	1	3
Rv2516c	-	Hypothetical protein	2017_Xu_1D	-1.43639849124288	1	1	4
Rv2517c	-	hypothetical protein	2017_Xu_1D	-0.17662336542015	1	1	4
Rv2518c	ldtB	Probable L,D-transpeptidase LdtB	2017_Xu_1D	-0.776675303968178	1	1	1
Rv2519	PE26	PE family protein PE26	2017_Xu_1D	0.293130361559446	1	1	2
Rv2520c	-	Possible conserved membrane protein	2017_Xu_1D	0	1	1	4
Rv2521	bcp	Probable bacterioferritin comigratory protein Bcp	2017_Xu_1D	0.110535134535835	1	1	0
Rv2522c	-	hypothetical protein	2017_Xu_1D	-0.332252239514748	1	1	3
Rv2523c	acpS	holo-[acyl-carrier protein] synthase AcpS (holo-ACP synthase) (CoA:APO-[ACP]pantetheinephosphotransferase) (CoA:APO-[acyl-carrier protein]pantetheinephosphotransferase)	2017_Xu_1D	0	1	1	0
Rv2524c	fas	Probable fatty acid synthase Fas (fatty acid synthetase)	2017_Xu_1D	0	1	1	0
Rv2525c	-	Conserved hypothetical protein Secreted; predicted to be a substrate of the twin arginine translocation (tat) export system	2017_Xu_1D	-0.583549215824539	1	1	4
Rv2526	vapB17	Possible antitoxin VapB17	2017_Xu_1D	0	1	1	3
Rv2527	vapC17	Possible toxin VapC17	2017_Xu_1D	0.027085494038948	1	1	3
Rv2528c	mrr	Probable restriction system protein Mrr	2017_Xu_1D	0.022835672433072	1	1	0
Rv2529	-	Hypothetical protein	2017_Xu_1D	0.358190612709921	1	1	3
Rv2530c	vapC39	Possible toxin VapC39 Contains PIN domain	2017_Xu_1D	-0.466910864491402	1	1	3
Rv2530A	vapB39	Possible antitoxin VapB39	2017_Xu_1D	-0.537942124767256	1	1	2
Rv2531c	-	Probable amino acid decarboxylase	2017_Xu_1D	-0.050915223941919	1	1	2
Rv2532c	-	Hypothetical protein	2017_Xu_1D	-0.072188199746516	1	1	4
Rv2533c	nusB	N utilization substance protein NusB (NusB protein)	2017_Xu_1D	-0.415037499278844	1	1	0
Rv2534c	efp	Probable elongation factor P Efp	2017_Xu_1D	0	1	1	0
Rv2535c	pepQ	Probable cytoplasmic peptidase PepQ	2017_Xu_1D	0.056357948655035	1	1	1
Rv2536	-	Probable conserved transmembrane protein	2017_Xu_1D	0.63564463551852	1	1	3
Rv2537c	aroD	3-dehydroquinate dehydratase AroD (AROQ) (3-dehydroquinase) (type II dhqase)	2017_Xu_1D	0	1	1	0
Rv2538c	aroB	3-dehydroquinate synthase AroB	2017_Xu_1D	0	1	1	0
Rv2539c	aroK	Shikimate kinase AroK (SK)	2017_Xu_1D	0	1	1	0
Rv2540c	aroF	Probable chorismate synthase AroF (5-enolpyruvylshikimate-3-phosphate phospholyase)	2017_Xu_1D	0	1	1	0
Rv2541	-	Hypothetical alanine rich protein	2017_Xu_1D	0.101775409439297	1	1	3
Rv2542	-	hypothetical protein	2017_Xu_1D	0.086844996719677	1	1	4
Rv2543	lppA	Probable conserved lipoprotein LppA	2017_Xu_1D	0.116219493199559	1	1	2
Rv2544	lppB	Probable conserved lipoprotein LppB	2017_Xu_1D	-0.208050102177309	1	1	2
Rv2545	vapB18	Possible antitoxin VapB18	2017_Xu_1D	0.304698447845056	1	1	3
Rv2546	vapC18	Possible toxin VapC18	2017_Xu_1D	0.083199658950948	1	1	3
Rv2547	vapB19	Possible antitoxin VapB19	2017_Xu_1D	0.078996668065325	1	1	3
Rv2548	vapC19	Possible toxin VapC19	2017_Xu_1D	-0.79670980116866	1	1	3
Rv2549c	vapC20	Possible toxin VapC20	2017_Xu_1D	-0.037217811586408	1	1	3
Rv2550c	vapB20	Possible antitoxin VapB20	2017_Xu_1D	0.507900227715916	1	1	3
Rv2551c	-	hypothetical protein	2017_Xu_1D	-0.549647675273565	1	1	3
Rv2552c	aroE	Probable shikimate 5-dehydrogenase AroE (5-dehydroshikimate reductase)	2017_Xu_1D	0	1	1	0
Rv2553c	-	Probable conserved membrane protein	2017_Xu_1D	-2.09703828596532	0.046444	2	4
Rv2554c	-	hypothetical protein	2017_Xu_1D	0	1	1	3
Rv2555c	alaS	Probable alanyl-tRNA synthetase AlaS (alanine--tRNA ligase) (alanine translase) (ALARS)	2017_Xu_1D	0	1	1	0
Rv2556c	-	hypothetical protein	2017_Xu_1D	-0.14881535771597	1	1	4
Rv2557	-	hypothetical protein	2017_Xu_1D	-0.24398237100416	1	1	4
Rv2558	-	hypothetical protein	2017_Xu_1D	-0.301902372099714	1	1	4
Rv2559c	-	Conserved hypothetical alanine leucine valine rich protein	2017_Xu_1D	0.109136375119682	1	1	3
Rv2560	-	Probable proline and glycine rich transmembrane protein	2017_Xu_1D	-0.139326693691282	1	1	3
Rv2561	-	hypothetical protein	2017_Xu_1D	-0.046183473910271	1	1	3
Rv2562	-	hypothetical protein	2017_Xu_1D	0.020918387390956	1	1	4
Rv2563	-	Probable glutamine-transport transmembrane protein ABC transporter	2017_Xu_1D	0.889604484217909	1	1	1
Rv2564	glnQ	Probable glutamine-transport ATP-binding protein ABC transporter GlnQ	2017_Xu_1D	-0.164300232684193	1	1	0
Rv2565	-	hypothetical protein	2017_Xu_1D	-0.001457377466346	1	1	3
Rv2566	-	Long conserved protein	2017_Xu_1D	-0.162936011411221	1	1	3
Rv2567	-	Conserved hypothetical alanine and leucine rich protein	2017_Xu_1D	-0.028518213602743	1	1	4
Rv2568c	-	hypothetical protein	2017_Xu_1D	0.117322010455852	1	1	4
Rv2569c	-	hypothetical protein	2017_Xu_1D	0.354653932938731	1	1	3
Rv2570	-	hypothetical protein	2017_Xu_1D	0.684371228297146	1	1	4
Rv2571c	-	Probable transmembrane alanine and valine and leucine rich protein	2017_Xu_1D	-0.71912605629124	1	1	4
Rv2572c	aspS	Probable aspartyl-tRNA synthetase AspS (aspartate--tRNA ligase) (ASPRS) (aspartic acid translase)	2017_Xu_1D	0	1	1	0
Rv2573	-	hypothetical protein	2017_Xu_1D	0.196548439579572	1	1	3
Rv2574	-	hypothetical protein	2017_Xu_1D	-0.157457523537158	1	1	4
Rv2575	-	Possible conserved membrane glycine rich protein	2017_Xu_1D	0.079955304581398	1	1	4
Rv2576c	-	Possible conserved membrane protein	2017_Xu_1D	-0.055554618206742	1	1	4
Rv2577	-	hypothetical protein	2017_Xu_1D	0.550128074039903	1	1	4
Rv2578c	-	hypothetical protein	2017_Xu_1D	-0.050099929719561	1	1	3
Rv2579	dhaA	Possible haloalkane dehalogenase DhaA (1-chlorohexane halidohydrolase)	2017_Xu_1D	0.184902251042255	1	1	1
Rv2580c	hisS	Probable histidyl-tRNA synthetase HisS (histidine--tRNA ligase) (HISRS) (histidine--translase)	2017_Xu_1D	0	1	1	0
Rv2581c	-	Possible glyoxalase II (hydroxyacylglutathione hydrolase) (GLX II)	2017_Xu_1D	0	1	1	2
Rv2582	ppiB	Probable peptidyl-prolyl cis-trans isomerase B PpiB (cyclophilin) (PPIase) (rotamase) (peptidylprolyl isomerase)	2017_Xu_1D	-4.94066133226376	0	3	0
Rv2583c	relA	Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase) (PPGPP synthetase I) ((P)PPGPP synthetase) (GTP diphosphokinase)	2017_Xu_1D	-0.509561588149236	1	1	0
Rv2584c	apt	Adenine phosphoribosyltransferase Apt (APRT) (AMP diphosphorylase) (AMP pyrophosphorylase) (transphosphoribosidase)	2017_Xu_1D	-0.280385687269016	1	1	0
Rv2585c	-	Possible conserved lipoprotein	2017_Xu_1D	0.320709004078799	1	1	3
Rv2586c	secF	Probable protein-export membrane protein SecF	2017_Xu_1D	-2.78589923936413	1	1	0
Rv2587c	secD	Probable protein-export membrane protein SecD	2017_Xu_1D	0	1	1	0
Rv2588c	yajC	Probable conserved membrane protein secretion factor YajC	2017_Xu_1D	-0.826845768825429	1	1	1
Rv2589	gabT	4-aminobutyrate aminotransferase GabT (gamma-amino-N-butyrate transaminase) (GABA transaminase) (glutamate:succinic semialdehyde transaminase) (GABA aminotransferase) (GABA-at)	2017_Xu_1D	-0.150656035388271	1	1	0
Rv2590	fadD9	Probable fatty-acid-CoA ligase FadD9 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	2017_Xu_1D	0.115927838069913	1	1	1
Rv2591	PE_PGRS44	PE-PGRS family protein PE_PGRS44	2017_Xu_1D	0.365144853826312	1	1	2
Rv2592c	ruvB	Probable holliday junction DNA helicase RuvB	2017_Xu_1D	-0.599246726727404	1	1	0
Rv2593c	ruvA	Probable holliday junction DNA helicase RuvA	2017_Xu_1D	-1.48160511621783	1	1	0
Rv2594c	ruvC	Probable crossover junction endodeoxyribonuclease RuvC (holliday junction nuclease) (holliday junction resolvase)	2017_Xu_1D	-0.917537839808027	1	1	0
Rv2595	vapB40	Possible antitoxin VapB40	2017_Xu_1D	0	1	1	2
Rv2596	vapC40	Possible toxin VapC40 Contains PIN domain	2017_Xu_1D	-0.003247050924154	1	1	3
Rv2597	-	Probable membrane protein	2017_Xu_1D	-0.123863629054879	1	1	4
Rv2598	-	hypothetical protein	2017_Xu_1D	-0.69215746181464	1	1	4
Rv2599	-	Probable conserved membrane protein	2017_Xu_1D	0.14642242946982	1	1	3
Rv2600	-	Probable conserved integral membrane protein	2017_Xu_1D	-0.293806653443201	1	1	4
Rv2601	speE	Probable spermidine synthase SpeE (putrescine aminopropyltransferase) (aminopropyltransferase) (SPDSY)	2017_Xu_1D	0.076147857699395	1	1	1
Rv2601A	vapB41	Possible antitoxin VapB41	2017_Xu_1D	-0.70612403524932	1	1	2
Rv2602	vapC41	Possible toxin VapC41 Contains PIN domain	2017_Xu_1D	-0.213797755296387	1	1	3
Rv2603c	-	Highly conserved protein	2017_Xu_1D	0.389946518316013	1	1	4
Rv2604c	snoP	Probable glutamine amidotransferase SnoP	2017_Xu_1D	-0.216952798570273	1	1	1
Rv2605c	tesB2	Probable acyl-CoA thioesterase II TesB2 (TEII)	2017_Xu_1D	0.637919906228802	1	1	1
Rv2606c	snzP	Possible pyridoxine biosynthesis protein SnzP	2017_Xu_1D	0.11887739585192	1	1	1
Rv2607	pdxH	Probable pyridoxamine 5'-phosphate oxidase PdxH (PNP/PMP oxidase) (pyridoxinephosphate oxidase) (PNPOX) (pyridoxine 5'-phosphate oxidase)	2017_Xu_1D	0.292023235620124	1	1	0
Rv2608	PPE42	PPE family protein PPE42	2017_Xu_1D	0.248713232953657	1	1	2
Rv2609c	-	Probable conserved membrane protein	2017_Xu_1D	2.27239355962005	0.44364	1	4
Rv2610c	pimA	Alpha-mannosyltransferase PimA	2017_Xu_1D	0	1	1	0
Rv2611c	-	Probable acyltransferase	2017_Xu_1D	0	1	1	2
Rv2612c	pgsA1	PI synthase PgsA1 (phosphatidylinositol synthase) (CDP-diacylglycerol--inositol-3-phosphatidyltransferase)	2017_Xu_1D	0	1	1	0
Rv2613c	-	hypothetical protein	2017_Xu_1D	2.31018635068954	0.306296	1	4
Rv2614c	thrS	Probable threonyl-tRNA synthetase ThrS (threonine-tRNA synthetase)(ThrRS) (threonine-tRNA ligase)	2017_Xu_1D	0	1	1	0
Rv2614A	-	hypothetical protein	2017_Xu_1D	0.064419960907924	1	1	2
Rv2615c	PE_PGRS45	PE-PGRS family protein PE_PGRS45	2017_Xu_1D	-0.247810347162989	1	1	2
Rv2616	-	hypothetical protein	2017_Xu_1D	0.026101697519489	1	1	4
Rv2617c	-	Probable transmembrane protein	2017_Xu_1D	-0.179646530262334	1	1	4
Rv2618	-	hypothetical protein	2017_Xu_1D	-0.755496474449972	1	1	3
Rv2619c	-	hypothetical protein	2017_Xu_1D	0	1	1	4
Rv2620c	-	Probable conserved transmembrane protein	2017_Xu_1D	-0.137241169846779	1	1	4
Rv2621c	-	Possible transcriptional regulatory protein	2017_Xu_1D	0.320540962109382	1	1	1
Rv2622	-	Possible methyltransferase (methylase)	2017_Xu_1D	0.147379244192988	1	1	2
Rv2623	TB31.7	Universal stress protein family protein TB31.7	2017_Xu_1D	-0.293790338385183	1	1	2
Rv2624c	-	Universal stress protein family protein	2017_Xu_1D	-1.53145112558175	1	1	3
Rv2625c	-	Probable conserved transmembrane alanine and leucine rich protein	2017_Xu_1D	-0.094892354951653	1	1	4
Rv2626c	hrp1	Hypoxic response protein 1 Hrp1	2017_Xu_1D	0.074667883675071	1	1	3
Rv2627c	-	hypothetical protein	2017_Xu_1D	0.408547472127906	1	1	4
Rv2628	-	Hypothetical protein	2017_Xu_1D	-0.104300466213527	1	1	4
Rv2629	-	hypothetical protein	2017_Xu_1D	-0.164515644356159	1	1	3
Rv2630	-	Hypothetical protein	2017_Xu_1D	-0.221145423534673	1	1	4
Rv2631	-	hypothetical protein	2017_Xu_1D	-0.195675723040813	1	1	4
Rv2632c	-	hypothetical protein	2017_Xu_1D	0.009402301132218	1	1	4
Rv2633c	-	Hypothetical protein	2017_Xu_1D	-0.051120020646763	1	1	4
Rv2634c	PE_PGRS46	PE-PGRS family protein PE_PGRS46	2017_Xu_1D	0.210097272923587	1	1	2
Rv2635	-	Hypothetical protein	2017_Xu_1D	-0.494732425234578	1	1	4
Rv2636	-	hypothetical protein	2017_Xu_1D	0.15823280184129	1	1	3
Rv2637	dedA	Possible transmembrane protein DedA	2017_Xu_1D	-0.378270524452363	1	1	3
Rv2638	-	hypothetical protein	2017_Xu_1D	-0.012642098779269	1	1	3
Rv2639c	-	Probable conserved integral membrane protein	2017_Xu_1D	-0.087432368966527	1	1	4
Rv2640c	-	Possible transcriptional regulatory protein (probably ArsR-family)	2017_Xu_1D	0.639457032148585	1	1	1
Rv2641	cadI	Cadmium inducible protein CadI	2017_Xu_1D	-0.294274572352549	1	1	2
Rv2642	-	Possible transcriptional regulatory protein (probably ArsR-family)	2017_Xu_1D	-0.586895483168662	1	1	1
Rv2643	arsC	Probable arsenic-transport integral membrane protein ArsC	2017_Xu_1D	-0.010802399617929	1	1	0
Rv2644c	-	Hypothetical protein	2017_Xu_1D	0.31735494291426	1	1	4
Rv2645	-	Hypothetical protein	2017_Xu_1D	-0.572332110047506	1	1	4
Rv2646	-	Probable integrase	2017_Xu_1D	-0.119285216170459	1	1	1
Rv2647	-	Hypothetical protein	2017_Xu_1D	0.019813519000755	1	1	3
Rv2648	-	Probable transposase for insertion sequence element IS6110 (fragment)	2017_Xu_1D	0.163462461336167	1	1	1
Rv2649	-	Probable transposase for insertion sequence element IS6110	2017_Xu_1D	0.083209224936528	1	1	1
Rv2650c	-	Possible PhiRv2 prophage protein	2017_Xu_1D	0.326202749987688	1	1	3
Rv2651c	-	Possible PhiRv2 prophage protease	2017_Xu_1D	0	1	1	3
Rv2652c	-	Probable PhiRv2 prophage protein	2017_Xu_1D	0.314608194545768	1	1	3
Rv2653c	-	Possible PhiRv2 prophage protein	2017_Xu_1D	0	1	1	2
Rv2654c	-	Possible PhiRv2 prophage protein	2017_Xu_1D	0	1	1	3
Rv2655c	-	Possible PhiRv2 prophage protein	2017_Xu_1D	1.42206837904236	0.430066	1	3
Rv2656c	-	Possible PhiRv2 prophage protein	2017_Xu_1D	0.455831718806235	1	1	3
Rv2657c	-	Probable PhiRv2 prophage protein	2017_Xu_1D	0.32443942612895	1	1	3
Rv2658c	-	Possible prophage protein	2017_Xu_1D	0.287473469835802	1	1	3
Rv2659c	-	Probable PhiRv2 prophage integrase	2017_Xu_1D	0.301624246254253	1	1	1
Rv2660c	-	Hypothetical protein	2017_Xu_1D	-0.154898954145844	1	1	4
Rv2661c	-	Hypothetical protein	2017_Xu_1D	-0.058130829227445	1	1	4
Rv2662	-	Hypothetical protein	2017_Xu_1D	0.052997839135618	1	1	4
Rv2663	-	Hypothetical protein	2017_Xu_1D	0.416031180990633	1	1	4
Rv2664	-	Hypothetical protein	2017_Xu_1D	0	1	1	4
Rv2665	-	Hypothetical arginine rich protein	2017_Xu_1D	-0.011357663033197	1	1	4
Rv2666	-	Probable transposase for insertion sequence element IS1081 (fragment)	2017_Xu_1D	0.121133675011956	1	1	1
Rv2667	clpC2	Possible ATP-dependent protease ATP-binding subunit ClpC2	2017_Xu_1D	-0.327134639337762	1	1	1
Rv2668	-	Possible exported alanine and valine rich protein	2017_Xu_1D	0.216191670981072	1	1	4
Rv2669	-	GCN5-related N-acetyltransferase	2017_Xu_1D	-0.079343431366223	1	1	3
Rv2670c	-	hypothetical protein	2017_Xu_1D	-0.089333069014514	1	1	4
