Rv_ID,gene_name,Description,Expt,log2FC,q-val,# control reps,# experimental reps,meaning,paper_title,paper_URL
Rv1978,Rv1978,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1979c,Rv1979c,Possible conserved permease,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1980c,mpt64,Immunogenic protein Mpt64 (antigen Mpt64/MPB64),xu_rif_4_vs_xu_rif_0,0.08,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1981c,nrdF1,Ribonucleoside-diphosphate reductase (beta chain) NrdF1 (ribonucleotide reductase small subunit) (R2F protein),xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1982A,vapB36,Possible antitoxin VapB36,xu_rif_4_vs_xu_rif_0,-0.08,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1982c,vapC36,Possible toxin VapC36 Contains PIN domain,xu_rif_4_vs_xu_rif_0,-0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1983,PE_PGRS35,PE-PGRS family protein PE_PGRS35,xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1984A,Rv1984A,,xu_rif_4_vs_xu_rif_0,0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1984c,cfp21,Probable cutinase precursor CFP21,xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1985c,Rv1985c,Probable transcriptional regulatory protein (probably LysR-family),xu_rif_4_vs_xu_rif_0,0.19,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1986,Rv1986,Probable conserved integral membrane protein,xu_rif_4_vs_xu_rif_0,0.2,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1987,Rv1987,Possible chitinase,xu_rif_4_vs_xu_rif_0,-0.26,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1988,erm(37),Probable 23S rRNA methyltransferase Erm(37),xu_rif_4_vs_xu_rif_0,0.22,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1989c,Rv1989c,Hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1990A,Rv1990A,Possible dehydrogenase (fragment),xu_rif_4_vs_xu_rif_0,0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1990c,Rv1990c,Probable transcriptional regulatory protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1991A,mazE6,Antitoxin MazE6,xu_rif_4_vs_xu_rif_0,0.21,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1991c,mazF6,Toxin MazF6,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1992c,ctpG,Probable metal cation transporter P-type ATPase G CtpG,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1993c,Rv1993c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1994c,cmtR,Metal sensor transcriptional regulator CmtR (ArsR-SmtB family),xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1995,Rv1995,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1996,Rv1996,Universal stress protein family protein,xu_rif_4_vs_xu_rif_0,-0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1997,ctpF,Probable metal cation transporter P-type ATPase A CtpF,xu_rif_4_vs_xu_rif_0,0.18,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1998c,Rv1998c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv1999c,Rv1999c,Probable conserved integral membrane protein,xu_rif_4_vs_xu_rif_0,0.19,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2000,Rv2000,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2001,Rv2001,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2002,fabG3,Possible 20-beta-hydroxysteroid dehydrogenase FabG3 (cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase),xu_rif_4_vs_xu_rif_0,0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2003c,Rv2003c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2004c,Rv2004c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2005c,Rv2005c,Universal stress protein family protein,xu_rif_4_vs_xu_rif_0,0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2006,otsB1,Probable trehalose-6-phosphate phosphatase OtsB1 (trehalose-phosphatase) (TPP),xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2007c,fdxA,Ferredoxin FdxA,xu_rif_4_vs_xu_rif_0,-0.19,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2008c,Rv2008c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.19,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2009,vapB15,Antitoxin VapB15,xu_rif_4_vs_xu_rif_0,0.36,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2010,vapC15,Toxin VapC15,xu_rif_4_vs_xu_rif_0,-0.66,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2011c,Rv2011c,"Conserved hypothetical protein, probable transcription repressor",xu_rif_4_vs_xu_rif_0,0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2012,Rv2012,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.3,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2013,Rv2013,Transposase,xu_rif_4_vs_xu_rif_0,-0.55,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2014,Rv2014,Transposase,xu_rif_4_vs_xu_rif_0,0.27,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2015c,Rv2015c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2016,Rv2016,Hypothetical protein,xu_rif_4_vs_xu_rif_0,0.51,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2017,Rv2017,Transcriptional regulatory protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2018,Rv2018,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.21,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2019,Rv2019,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.08,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2020c,Rv2020c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.26,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2021c,Rv2021c,Transcriptional regulatory protein,xu_rif_4_vs_xu_rif_0,0.24,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2022c,Rv2022c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2023A,Rv2023A,,xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2023c,Rv2023c,Hypothetical protein,xu_rif_4_vs_xu_rif_0,0.4,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2024c,Rv2024c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2025c,Rv2025c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2026c,Rv2026c,Universal stress protein family protein,xu_rif_4_vs_xu_rif_0,-0.73,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2027c,dosT,Two component sensor histidine kinase DosT,xu_rif_4_vs_xu_rif_0,0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2028c,Rv2028c,Universal stress protein family protein,xu_rif_4_vs_xu_rif_0,-0.08,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2029c,pfkB,6-phosphofructokinase PfkB (phosphohexokinase) (phosphofructokinase),xu_rif_4_vs_xu_rif_0,-0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2030c,Rv2030c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2031c,hspX,Heat shock protein HspX (alpha-crystallin homolog) (14 kDa antigen) (HSP16.3),xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2032,acg,Conserved protein Acg,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2033c,Rv2033c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2034,Rv2034,ArsR repressor protein,xu_rif_4_vs_xu_rif_0,0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2035,Rv2035,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2036,Rv2036,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.48,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2037c,Rv2037c,Conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2038c,Rv2038c,Probable sugar-transport ATP-binding protein ABC transporter,xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2039c,Rv2039c,Probable sugar-transport integral membrane protein ABC transporter,xu_rif_4_vs_xu_rif_0,0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2040c,Rv2040c,Probable sugar-transport integral membrane protein ABC transporter,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2041c,Rv2041c,Probable sugar-binding lipoprotein,xu_rif_4_vs_xu_rif_0,-0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2042c,Rv2042c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.26,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2043c,pncA,Pyrazinamidase/nicotinamidase PncA (PZase),xu_rif_4_vs_xu_rif_0,0.32,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2044c,Rv2044c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2045c,lipT,Carboxylesterase LipT,xu_rif_4_vs_xu_rif_0,0.21,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2046,lppI,Probable lipoprotein LppI,xu_rif_4_vs_xu_rif_0,0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2047c,Rv2047c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.36,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2048c,pks12,Polyketide synthase Pks12,xu_rif_4_vs_xu_rif_0,0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2049c,Rv2049c,hypothetical protein,xu_rif_4_vs_xu_rif_0,1.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2050,Rv2050,hypothetical protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2051c,ppm1,Polyprenol-monophosphomannose synthase Ppm1,xu_rif_4_vs_xu_rif_0,-1.87,0,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2052c,Rv2052c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2053c,fxsA,Probable transmembrane protein FxsA,xu_rif_4_vs_xu_rif_0,0.28,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2054,Rv2054,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2055c,rpsR2,30S ribosomal protein S18 RpsR2,xu_rif_4_vs_xu_rif_0,-0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2056c,rpsN2,30S ribosomal protein S14 RpsN2,xu_rif_4_vs_xu_rif_0,0.38,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2057c,rpmG1,50S ribosomal protein L33 RpmG1,xu_rif_4_vs_xu_rif_0,0.53,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2058c,rpmB2,50S ribosomal protein L28 RpmB2,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2059,Rv2059,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.28,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2060,Rv2060,Possible conserved integral membrane protein,xu_rif_4_vs_xu_rif_0,0.43,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
