Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv2943A	-	Possible transposase	Non essential	insertion seqs and phages	Rv1237, Rv0967, Rv2922c, Rv0099, Rv2378c, Rv1909c, Rv1698, Rv3874, Rv3723, Rv3131
Rv2944	-	Possible transposase for insertion sequence element IS1533	Non essential	insertion seqs and phages	Rv0620, Rv2010, Rv2866, Rv3841, Rv0191, Rv0858c, Rv2549c, Rv3087, Rv0009, Rv3866
Rv2945c	lppX	Probable conserved lipoprotein LppX	Non essential	cell wall and cell processes	Rv2942, Rv2937, Rv2938, Rv2936, Rv1099c, Rv3615c, Rv2626c, Rv0008c, Rv2673, Rv3282
Rv2946c	pks1	Probable polyketide synthase Pks1	Non essential	lipid metabolism	Rv1420, Rv2583c, Rv2174, Rv2880c, Rv2005c, Rv2743c, Rv0980c, Rv2416c, Rv3794, Rv0414c
Rv2947c	pks15	Probable polyketide synthase Pks15	Non essential	lipid metabolism	Rv0385, Rv3234c, Rv0292, Rv3875, Rv2228c, Rv0949, Rv0869c, Rv1408, Rv3660c, Rv1694
Rv2948c	fadD22	P-hydroxybenzoyl-AMP ligase FadD22	Non essential	lipid metabolism	Rv1079, Rv3876, Rv0202c, Rv3803c, Rv0712, Rv2241, Rv3869, Rv3868, Rv3877, Rv0190
Rv2949c	-	Chorismate pyruvate lyase	Non essential	intermediary metabolism and respiration	Rv1009, Rv0827c, Rv3414c, Rv2928, Rv3724B, Rv2710, Rv1897c, Rv1121, Rv1261c, Rv2757c
Rv2950c	fadD29	Fatty-acid-AMP ligase FadD29 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	Non essential	lipid metabolism	Rv0934, Rv3124, Rv2332, Rv2301, Rv1242, Rv1653, Rv0956, Rv2953, Rv0564c, Rv3509c
Rv2951c	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv3581c, Rv1468c, Rv0107c, Rv2962c, Rv2345, Rv0848, Rv1850, Rv0764c, Rv3879c, Rv2267c
Rv2952	-	Possible methyltransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv2959c, Rv2213, Rv3203, Rv1076, Rv1219c, Rv2688c, Rv1021, Rv1425, Rv1173, Rv3681c
Rv2953	-	Enoyl reductase	Non essential	lipid metabolism	Rv3449, Rv1270c, Rv3534c, Rv0548c, Rv0956, Rv0564c, Rv2228c, Rv0869c, Rv0292, Rv1653
Rv2954c	-	Hypothetical protein	Growth advantage	conserved hypotheticals	Rv1885c, Rv1917c, Rv3389c, Rv3765c, Rv3854c, Rv1239c, Rv3097c, Rv2584c, Rv1033c, Rv0938
Rv2955c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3822, Rv1161, Rv2299c, Rv1256c, Rv3743c, Rv3106, Rv3366, Rv0444c, Rv1699, Rv1475c
Rv2956	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3146, Rv2416c, Rv2005c, Rv2174, Rv1222, Rv0980c, Rv3910, Rv3145, Rv0414c, Rv2946c
Rv2957	-	Possible glycosyl transferase	Growth advantage	intermediary metabolism and respiration	Rv0169, Rv0413, Rv1266c, Rv1365c, Rv3408, Rv2196, Rv2450c, Rv1386, Rv3820c, Rv1468c
Rv2958c	-	Possible glycosyl transferase	Growth advantage	intermediary metabolism and respiration	Rv0233, Rv2407, Rv1886c, Rv2436, Rv2289, Rv1317c, Rv1344, Rv0182c, Rv0802c, Rv2911
Rv2959c	-	Possible methyltransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv2213, Rv3203, Rv1076, Rv2952, Rv1173, Rv1425, Rv2430c, Rv3681c, Rv1021, Rv2688c
Rv2960c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3203, Rv2213, Rv2959c, Rv1076, Rv3681c, Rv2952, Rv1425, Rv1021, Rv1029, Rv1495
Rv2961	-	Probable transposase	Non essential	insertion seqs and phages	Rv0757, Rv0518, Rv1246c, Rv2218, Rv2484c, Rv3619c, Rv1196, Rv1552, Rv2878c, Rv3220c
Rv2962c	-	Possible glycosyl transferase	Non essential	intermediary metabolism and respiration	Rv3744, Rv0904c, Rv0553, Rv2345, Rv3581c, Rv0980c, Rv0624, Rv1850, Rv0938, Rv0107c
Rv2963	-	Probable integral membrane protein	Non essential	cell wall and cell processes	Rv2824c, Rv2743c, Rv0079, Rv3409c, Rv3273, Rv2973c, Rv2386c, Rv2174, Rv3879c, Rv2880c
Rv2964	purU	Probable formyltetrahydrofolate deformylase PurU (formyl-FH(4) hydrolase)	Non essential	intermediary metabolism and respiration	Rv3812, Rv3328c, Rv0234c, Rv3313c, Rv0192, Rv3703c, Rv3702c, Rv2234, Rv3655c, Rv3568c
Rv2965c	kdtB	Probable phosphopantetheine adenylyltransferase KdtB (pantetheine-phosphate adenylyltransferase) (PPAT) (dephospho-CoA pyrophosphorylase)	Non essential	cell wall and cell processes	Rv0357c, Rv0046c, Rv0706, Rv2157c, Rv2145c, Rv0957, Rv2461c, Rv0562, Rv3028c, Rv3915
Rv2966c	-	Possible methyltransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv3384c, Rv1080c, Rv1082, Rv3919c, Rv2149c, Rv2737c, Rv3262, Rv1247c, Rv1474c, Rv1932
Rv2967c	pca	Probable pyruvate carboxylase Pca (pyruvic carboxylase)	Non essential	intermediary metabolism and respiration	Rv2453c, Rv1347c, Rv2476c, Rv0465c, Rv3261, Rv1701, Rv1638, Rv3873, Rv2051c, Rv3614c
Rv2968c	-	Probable conserved integral membrane protein	Essential	cell wall and cell processes	Rv2983, Rv3624c, Rv2582, Rv3858c, Rv0410c, Rv3804c, Rv2195, Rv0011c, Rv2455c, Rv1170
Rv2969c	-	Possible conserved membrane or secreted protein	Essential	cell wall and cell processes	Rv2421c, Rv0555, Rv2361c, Rv2726c, Rv1449c, Rv2244, Rv1094, Rv0685, Rv3806c, Rv1381
Rv2970A	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0126, Rv1114, Rv2829c, Rv3835, Rv0900, Rv0596c, Rv0626, Rv0902c, Rv0211, Rv2587c
Rv2970c	lipN	Probable lipase/esterase LipN	Non essential	intermediary metabolism and respiration	Rv1651c, Rv1306, Rv0503c, Rv2351c, Rv1601, Rv3607c, Rv2801A, Rv1334, Rv1980c, Rv0483
Rv2971	-	Probable oxidoreductase	Essential	intermediary metabolism and respiration	Rv3043c, Rv2032, Rv0813c, Rv3083, Rv0132c, Rv2916c, Rv2713, Rv0286, Rv2593c, Rv2063A
Rv2972c	-	Possible conserved membrane or exported protein	Non essential	cell wall and cell processes	Rv2074, Rv1161, Rv2918c, Rv3585, Rv1985c, Rv1820, Rv2299c, Rv3084, Rv0444c, NONE
Rv2973c	recG	Probable ATP-dependent DNA helicase RecG	Non essential	information pathways	Rv3409c, Rv0032, Rv3879c, Rv0079, Rv2824c, Rv1468c, Rv3065, Rv2743c, Rv2386c, Rv0853c
Rv2974c	-	Conserved hypothetical alanine rich protein	Non essential	conserved hypotheticals	Rv2010, Rv0191, Rv0009, Rv2866, Rv0620, Rv0987, Rv2549c, Rv0969, Rv3841, Rv0858c
Rv2975c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2234, Rv0234c, Rv3313c, Rv3328c, Rv2964, Rv3557c, Rv2249c, Rv3812, Rv2066, Rv3223c
Rv2976c	ung	Probable uracil-DNA glycosylase Ung (UDG)	Non essential	information pathways	Rv3809c, Rv3315c, Rv1860, Rv1284, Rv0864, Rv0617, Rv1108c, Rv0050, Rv3557c, Rv0022c
Rv2977c	thiL	Probable thiamine-monophosphate kinase ThiL (thiamine-phosphate kinase)	Essential	intermediary metabolism and respiration	Rv2445c, Rv1340, Rv3002c, Rv2110c, Rv2607, Rv2462c, Rv3588c, Rv2173, Rv0462, Rv2392
Rv2978c	-	Probable transposase	Non essential	insertion seqs and phages	Rv2590, Rv0159c, Rv3824c, Rv0676c, Rv0516c, Rv3617, Rv0015c, Rv0447c, Rv1843c, Rv0924c
Rv2979c	-	Probable resolvase	Non essential	insertion seqs and phages	Rv3687c, Rv1026, Rv0948c, Rv1596, Rv0749, Rv0582, Rv3062, Rv2217, Rv3592, Rv1629
Rv2980	-	Possible conserved secreted protein	Non essential	cell wall and cell processes	Rv0896, Rv0482, Rv2986c, Rv3676, Rv1837c, Rv0288, Rv3032, Rv2594c, Rv3443c, Rv3465
Rv2981c	ddlA	Probable D-alanine--D-alanine ligase DdlA (D-alanylalanine synthetase) (D-ala-D-ala ligase)	Essential	cell wall and cell processes	Rv2882c, Rv3923c, Rv0011c, Rv0896, Rv2986c, Rv3858c, Rv3676, Rv2594c, Rv3849, Rv3465
Rv2982c	gpdA2	Probable glycerol-3-phosphate dehydrogenase [NAD(P)+] GpdA2 (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	Non essential	lipid metabolism	Rv3404c, Rv2376c, Rv1212c, Rv0888, Rv2744c, Rv0889c, Rv0823c, Rv3878, Rv3842c, Rv0899
Rv2983	-	Conserved hypothetical alanine rich protein	Non essential	conserved hypotheticals	Rv2582, Rv3624c, Rv3858c, Rv2195, Rv3804c, Rv0440, Rv2773c, Rv0011c, Rv3465, Rv2470
Rv2984	ppk1	Polyphosphate kinase PPK (polyphosphoric acid kinase) (ATP-polyphosphate phosphotransferase)	Growth defect	intermediary metabolism and respiration	Rv3303c, Rv1307, Rv1240, Rv3846, Rv2711, Rv2124c, Rv0510, Rv0846c, Rv2523c, Rv2193
Rv2985	mutT1	Possible hydrolase MutT1	Non essential	information pathways	Rv2464c, Rv3616c, Rv0598c, Rv3696c, Rv3515c, Rv2175c, Rv2187, Rv0886, Rv2924c, Rv3792
Rv2986c	hupB	DNA-binding protein HU homolog HupB (histone-like protein) (HLP) (21-kDa laminin-2-binding protein)	Growth defect	information pathways	Rv3676, Rv2594c, Rv0288, Rv3032, Rv3465, Rv3443c, Rv0896, Rv0440, Rv1837c, Rv0011c
Rv2987c	leuD	Probable 3-isopropylmalate dehydratase (small subunit) LeuD (isopropylmalate isomerase) (alpha-IPM isomerase) (IPMI)	Growth defect	intermediary metabolism and respiration	Rv1658, Rv3596c, Rv2906c, Rv0429c, Rv3031, Rv0002, Rv2903c, Rv2109c, Rv1098c, Rv1464
Rv2988c	leuC	Probable 3-isopropylmalate dehydratase (large subunit) LeuC (isopropylmalate isomerase) (alpha-IPM isomerase) (IPMI)	Growth defect	intermediary metabolism and respiration	Rv1832, Rv0787A, Rv1436, Rv1437, Rv1415, Rv2397c, Rv2439c, Rv3710, Rv2192c, Rv3457c
Rv2989	-	Probable transcriptional regulatory protein	Non essential	regulatory proteins	Rv0470c, Rv2795c, Rv0554, Rv2752c, Rv0561c, Rv0465c, Rv1280c, Rv3283, Rv2383c, Rv2384
Rv2990c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv2573, Rv2881c, Rv3821, Rv0989c, Rv3036c, Rv0221, Rv3065, Rv2386c, Rv2852c, Rv3823c
Rv2991	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2928, Rv3724B, Rv2530c, Rv3272, Rv2625c, Rv2232, Rv0805, Rv0866, Rv3911, Rv0933
Rv2992c	gltS	Glutamyl-tRNA synthetase GltS (glutamate--tRNA ligase) (glutamyl-tRNA synthase) (GLURS)	Essential	information pathways	Rv0290, Rv3782, Rv1007c, Rv0685, Rv0951, Rv1783, Rv0555, Rv2421c, Rv1449c, Rv3806c
Rv2993c	-	Possible 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase)	Non essential	intermediary metabolism and respiration	Rv3687c, Rv1026, Rv0582, Rv0678, Rv0948c, Rv2217, Rv1629, Rv0749, Rv1596, Rv0020c
Rv2994	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv3702c, Rv1267c, Rv0754, Rv1129c, Rv1368, Rv3307, Rv3812, Rv2964, Rv3655c, Rv0234c
Rv2995c	leuB	Probable 3-isopropylmalate dehydrogenase LeuB (beta-IPM dehydrogenase) (IMDH) (3-IPM-DH)	Essential	intermediary metabolism and respiration	Rv3838c, Rv0809, Rv3602c, Rv2225, Rv3457c, Rv1409, Rv1415, Rv2439c, Rv1437, Rv1436
Rv2996c	serA1	Probable D-3-phosphoglycerate dehydrogenase SerA1 (PGDH)	Essential	intermediary metabolism and respiration	Rv1782, Rv1795, Rv1797, Rv2747, Rv1326c, Rv1594, Rv2746c, Rv2438c, Rv1483, Rv2572c
Rv2997	-	Possible alanine rich dehydrogenase	Non essential	intermediary metabolism and respiration	Rv3155, Rv0220, Rv2816c, Rv3130c, Rv0601c, Rv1218c, Rv1848, Rv3197A, Rv3270, Rv2521
Rv2998	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3124, Rv0934, Rv1558, Rv1242, Rv2950c, Rv0445c, Rv2301, Rv3145, Rv3151, Rv1329c
Rv2998A	-	hypothetical protein	Uncertain	conserved hypotheticals	Rv2611c, Rv2165c, Rv2883c, Rv2592c, Rv1451, Rv2193, Rv3490, Rv1991A, Rv2711, Rv0846c
Rv2999	lppY	Probable conserved lipoprotein LppY	Non essential	cell wall and cell processes	Rv1857, Rv2002, Rv2602, Rv3600c, Rv3405c, Rv1253, Rv1102c, Rv1372, Rv0732, Rv0409
Rv3000	-	Possible conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1608c, Rv3155, Rv2043c, Rv1264, Rv1218c, Rv3270, Rv0220, Rv0601c, Rv3444c, Rv2816c
Rv3001c	ilvC	Probable KETOL-acid reductoisomerase IlvC (acetohydroxy-acid isomeroreductase) (alpha-keto-beta-hydroxylacil reductoisomerase)	Essential	intermediary metabolism and respiration	Rv2220, Rv3859c, Rv1631, Rv0291, Rv3455c, Rv3849, Rv1708, Rv2925c, Rv0127, Rv3923c
Rv3002c	ilvN	Probable acetolactate synthase (small subunit) IlvN (acetohydroxy-acid synthase) (AHAS) (ALS)	Non essential	intermediary metabolism and respiration	Rv2392, Rv2110c, Rv0462, Rv1340, Rv2764c, Rv0721, Rv2977c, Rv1002c, Rv3588c, Rv0524
Rv3003c	ilvB1	Acetolactate synthase (large subunit) IlvB1 (acetohydroxy-acid synthase)	Essential	intermediary metabolism and respiration	Rv0189c, Rv3336c, Rv0363c, Rv0337c, Rv2210c, Rv3221A, Rv2477c, Rv1300, Rv0884c, Rv1828
Rv3004	cfp6	Low molecular weight protein antigen 6 (CFP-6)	Non essential	cell wall and cell processes	Rv3146, Rv2005c, Rv2174, Rv2416c, Rv3145, Rv0867c, Rv2748c, Rv3151, Rv0445c, Rv0980c
Rv3005c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3717, Rv1086, Rv1411c, Rv2869c, Rv2525c, Rv2224c, Rv0903c, Rv2051c, Rv3873, Rv0352
Rv3006	lppZ	Probable conserved lipoprotein LppZ	Essential	cell wall and cell processes	Rv2220, Rv3001c, Rv1631, Rv3859c, Rv0291, Rv1708, Rv3849, Rv3455c, Rv3923c, Rv2882c
Rv3007c	-	Possible oxidoreductase	Growth advantage	intermediary metabolism and respiration	Rv0187, Rv0577, Rv1173, Rv1001, Rv0297, Rv3153, Rv2350c, Rv1497, Rv2430c, Rv0137c
Rv3008	-	Hypothetical protein	Growth advantage	conserved hypotheticals	Rv3506, Rv3086, Rv0295c, Rv2027c, Rv0823c, Rv3855, Rv2266, Rv3133c, Rv2006, Rv2744c
Rv3009c	gatB	Probable glutamyl-tRNA(GLN) amidotransferase (subunit B) GatB (Glu-ADT subunit B)	Essential	information pathways	Rv2448c, Rv2726c, Rv2572c, Rv1656, Rv2244, Rv2361c, Rv1094, Rv1381, Rv1603, Rv3806c
Rv3010c	pfkA	Probable 6-phosphofructokinase PfkA (phosphohexokinase) (phosphofructokinase)	Non essential	intermediary metabolism and respiration	Rv0301, Rv0491, Rv0901, Rv2820c, Rv1143, Rv1189, Rv0845, Rv2537c, Rv2009, Rv1660
Rv3011c	gatA	Probable glutamyl-tRNA(GLN) amidotransferase (subunit A) GatA (Glu-ADT subunit A)	Essential	information pathways	Rv2970c, Rv1306, Rv0503c, Rv1601, Rv2351c, Rv1651c, Rv2801A, Rv0334, Rv2914c, Rv1334
Rv3012c	gatC	Probable glutamyl-tRNA(GLN) amidotransferase (subunit C) GatC (Glu-ADT subunit C)	Uncertain	information pathways	Rv2158c, Rv1311, Rv2538c, Rv0422c, Rv2121c, Rv0417, Rv1392, Rv2742c, Rv3425, Rv1293
Rv3013	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv3377c, Rv3117, Rv1819c, Rv0764c, Rv1020, Rv2713, Rv3820c, Rv1155, Rv0107c, Rv1994c
Rv3014c	ligA	DNA ligase [NAD dependent] LigA (polydeoxyribonucleotide synthase [NAD+])	Essential	information pathways	Rv2194, Rv2753c, Rv1483, Rv1594, Rv2438c, Rv2746c, Rv0736, Rv1797, Rv3042c, Rv1795
Rv3015c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2727c, Rv2285, Rv1818c, Rv2389c, Rv2733c, Rv2902c, Rv0985c, Rv2894c, Rv3586, Rv1911c
Rv3016	lpqA	Probable lipoprotein LpqA	Non essential	cell wall and cell processes	Rv3480c, Rv0802c, Rv3089, Rv1344, Rv1886c, Rv0978c, Rv0408, Rv2289, NONE, NONE
Rv3017c	esxQ	ESAT-6 like protein EsxQ (TB12.9) (ESAT-6 like protein 8)	Non essential	cell wall and cell processes	Rv1820, Rv3585, Rv1625c, Rv2074, Rv2918c, Rv1493, Rv1985c, Rv1161, Rv0444c, NONE
Rv3018A	PE27A	PE family protein PE27A	Uncertain	PE/PPE	Rv2742c, Rv3425, Rv2121c, Rv2158c, Rv0417, Rv3012c, Rv1311, Rv2538c, Rv1392, Rv0422c
Rv3018c	PPE46	PPE family protein PPE46	Non essential	PE/PPE	Rv1917c, Rv1885c, Rv3389c, Rv3854c, Rv3765c, Rv1239c, Rv2584c, Rv3097c, Rv1033c, Rv0938
Rv3019c	esxR	Secreted ESAT-6 like protein EsxR (TB10.3) (ESAT-6 like protein 9)	Non essential	cell wall and cell processes	Rv1314c, Rv0116c, Rv2136c, Rv0256c, Rv0853c, Rv3879c, Rv0079, Rv2824c, Rv3409c, Rv2973c
Rv3020c	esxS	ESAT-6 like protein EsxS	Non essential	cell wall and cell processes	Rv0496, Rv0020c, Rv0678, Rv2466c, Rv1884c, Rv2276, Rv3149, Rv1537, Rv2623, Rv0113
Rv3021c	-	-	Missing	PE/PPE	Rv1917c, Rv3389c, Rv1885c, Rv3854c, Rv3765c, Rv1033c, Rv1239c, Rv0385, Rv0091, Rv3097c
Rv3022A	PE29	PE family protein PE29	Non essential	PE/PPE	Rv3357, Rv3681c, Rv3062, Rv3488, Rv2031c, Rv3592, Rv3911, Rv1076, Rv2213, Rv3203
Rv3022c	-	-	Missing	PE/PPE	Rv3581c, Rv2345, Rv0904c, Rv0107c, Rv3744, Rv2962c, Rv0938, Rv0624, Rv1850, Rv0169
Rv3023c	-	Probable transposase	Non essential	insertion seqs and phages	Rv1205, Rv3419c, Rv0073, Rv1239c, Rv3097c, Rv2301, Rv1033c, Rv3886c, Rv1386, Rv2584c
Rv3024c	trmU	Probable tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase TrmU	Non essential	information pathways	Rv1596, Rv2793c, Rv3881c, Rv3537, Rv0019c, Rv0070c, Rv1206, Rv2334, Rv0749, Rv1448c
Rv3025c	iscS	Cysteine desulfurase IscS (NIFS protein homolog) (nitrogenase metalloclusters biosynthesis protein NIFS)	Growth defect	intermediary metabolism and respiration	Rv2404c, Rv2391, Rv3764c, Rv2246, Rv0946c, Rv0153c, Rv1956, Rv1248c, Rv1908c, Rv3588c
Rv3026c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2275, Rv2200c, Rv0549c, Rv1542c, Rv2737c, Rv2284, Rv2238c, Rv2245, Rv2918c, Rv1736c
Rv3027c	-	GCN5-related N-acetyltransferase	Non essential	intermediary metabolism and respiration	Rv2959c, Rv1076, Rv2213, Rv2952, Rv3203, Rv1173, Rv2430c, Rv1425, Rv3417c, Rv2688c
Rv3028c	fixB	Probable electron transfer flavoprotein (alpha-subunit) FixB (alpha-ETF) (electron transfer flavoprotein large subunit) (ETFLS)	Essential	intermediary metabolism and respiration	Rv0957, Rv0639, Rv2157c, Rv0357c, Rv0706, Rv0046c, Rv1110, Rv2965c, Rv1380, Rv0562
Rv3029c	fixA	Probable electron transfer flavoprotein (beta-subunit) FixA (beta-ETF) (electron transfer flavoprotein small subunit) (ETFSS)	Growth defect	intermediary metabolism and respiration	Rv1794, Rv1595, Rv1133c, Rv1409, Rv2225, Rv0788, Rv3602c, Rv3457c, Rv3838c, Rv3601c
Rv3030	-	hypothetical protein	Essential	conserved hypotheticals	Rv1390, Rv3464, Rv3846, Rv0510, Rv2523c, Rv1240, Rv0846c, Rv2711, Rv2984, Rv3303c
Rv3031	-	hypothetical protein	Essential	conserved hypotheticals	Rv2109c, Rv2906c, Rv1658, Rv3596c, Rv1464, Rv1208, Rv0002, Rv2987c, Rv1652, Rv0429c
Rv3032	-	Alpha (1->4) glucosyltransferase	Growth defect	intermediary metabolism and respiration	Rv0288, Rv3676, Rv2594c, Rv0733, Rv3443c, Rv3465, Rv2986c, Rv1837c, Rv0440, Rv1942c
Rv3033	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2349c, Rv0844c, Rv2215, Rv0194, Rv2296, Rv0989c, Rv0467, Rv1626, Rv1330c, Rv2881c
Rv3034c	-	Possible transferase	Essential	intermediary metabolism and respiration	Rv2710, Rv1897c, Rv3414c, Rv0827c, Rv1261c, Rv2949c, Rv1009, Rv1121, Rv1541c, Rv2757c
Rv3035	-	hypothetical protein	Growth defect	conserved hypotheticals	Rv0384c, Rv3627c, Rv0127, Rv2202c, Rv3646c, Rv1708, Rv3778c, Rv2093c, Rv2518c, Rv0291
Rv3036c	TB22.2	Probable conserved secreted protein TB22.2	Non essential	cell wall and cell processes	Rv0221, Rv2852c, Rv2573, Rv2211c, Rv2498c, Rv1743, Rv0735, Rv3821, Rv1492, Rv1364c
Rv3037c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1984c, Rv3111, Rv3084, Rv2873, Rv3451, Rv0573c, Rv1985c, Rv3370c, Rv1820, Rv3585
Rv3038c	-	hypothetical protein	Essential	conserved hypotheticals	Rv3812, Rv3328c, Rv2964, Rv0192, Rv3702c, Rv0234c, Rv3903c, Rv3313c, Rv0754, Rv3655c
Rv3039c	echA17	Probable enoyl-CoA hydratase EchA17 (crotonase) (unsatured acyl-CoA hydratase) (enoyl hydrase)	Essential	lipid metabolism	Rv3130c, Rv3197A, Rv2521, Rv2816c, Rv0220, Rv1218c, Rv1848, Rv0601c, Rv3155, Rv1169c
Rv3040c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2389c, Rv0230c, Rv3674c, Rv1675c, Rv0985c, Rv2733c, Rv1160, Rv1818c, Rv2579, Rv1911c
Rv3041c	-	Probable conserved ATP-binding protein ABC transporter	Non essential	cell wall and cell processes	Rv0192, Rv3313c, Rv3568c, Rv3328c, Rv3812, Rv2964, Rv0234c, Rv3223c, Rv3567c, Rv3903c
Rv3042c	serB2	Probable phosphoserine phosphatase SerB2 (PSP) (O-phosphoserine phosphohydrolase) (pspase)	Essential	intermediary metabolism and respiration	Rv0736, Rv2753c, Rv3014c, Rv2194, Rv1797, Rv1594, Rv1483, Rv2746c, Rv2438c, Rv1795
Rv3043c	ctaD	Probable cytochrome C oxidase polypeptide I CtaD (cytochrome AA3 subunit 1)	Essential	intermediary metabolism and respiration	Rv2032, Rv0132c, Rv3083, Rv2713, Rv0813c, Rv2063A, Rv2916c, Rv2593c, Rv3117, Rv0286
Rv3044	fecB	Probable FEIII-dicitrate-binding periplasmic lipoprotein FecB	Non essential	cell wall and cell processes	Rv3671c, Rv3102c, Rv2553c, Rv3101c, Rv2518c, Rv2837c, Rv1512, Rv0410c, Rv0066c, Rv3455c
Rv3045	adhC	Probable NADP-dependent alcohol dehydrogenase AdhC	Non essential	intermediary metabolism and respiration	Rv1981c, Rv3419c, Rv1103c, Rv1386, Rv1364c, Rv3150, Rv2332, Rv0735, Rv1266c, Rv3148
Rv3046c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0241c, Rv3723, Rv1909c, Rv0099, Rv1698, Rv0967, Rv0600c, Rv1798, Rv3874, Rv2922c
Rv3047c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1182, Rv1651c, Rv3607c, Rv3392c, Rv1330c, Rv0256c, Rv0467, Rv3056, Rv3547, Rv0853c
Rv3048c	nrdF2	Ribonucleoside-diphosphate reductase (beta chain) NrdF2 (ribonucleotide reductase small subunit) (R2F protein)	Essential	information pathways	Rv3051c, Rv2461c, Rv2139, Rv0284, Rv2178c, Rv2122c, Rv3713, Rv3915, Rv1310, Rv0046c
Rv3049c	-	Probable monooxygenase	Non essential	intermediary metabolism and respiration	Rv0194, Rv3487c, Rv3566c, Rv1640c, Rv0629c, Rv3059, Rv1330c, Rv0838, Rv0844c, Rv1399c
Rv3050c	-	Probable transcriptional regulatory protein (probably AsnC-family)	Non essential	regulatory proteins	Rv3088, Rv1029, Rv3734c, Rv2821c, Rv0570, Rv1777, Rv2429, Rv1425, Rv1180, Rv1495
Rv3051c	nrdE	Ribonucleoside-diphosphate reductase (alpha chain) NrdE (ribonucleotide reductase small subunit) (R1F protein)	Essential	information pathways	Rv3048c, Rv2461c, Rv0284, Rv2122c, Rv3713, Rv2139, Rv2178c, Rv3915, Rv1310, Rv0006
Rv3052c	nrdI	Probable NrdI protein	Essential	information pathways	Rv2754c, Rv3418c, Rv3245c, Rv3215, Rv2794c, Rv3206c, Rv3411c, Rv3789, Rv3276c, Rv2839c
Rv3053c	nrdH	Probable glutaredoxin electron transport component of NRDEF (glutaredoxin-like protein) NrdH	Essential	information pathways	Rv1631, Rv3849, Rv2220, Rv3001c, Rv3455c, Rv2981c, Rv3859c, Rv3923c, Rv2882c, Rv1708
Rv3054c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv1182, Rv3056, Rv1651c, Rv3059, Rv1028c, Rv3731, Rv1330c, Rv0252, Rv1304, Rv3379c
Rv3055	-	Possible transcriptional regulatory protein (probably TetR-family)	Growth advantage	regulatory proteins	Rv0254c, Rv1478, Rv2088, Rv0009, Rv3364c, Rv1372, Rv3600c, Rv0191, Rv1272c, Rv2602
Rv3056	dinP	Possible DNA-damage-inducible protein P DinP (DNA polymerase V) (pol IV 2) (DNA nucleotidyltransferase (DNA-directed))	Growth advantage	information pathways	Rv3059, Rv1182, Rv0252, Rv1294, Rv1028c, Rv1399c, Rv3731, Rv1660, Rv2725c, Rv1330c
Rv3057c	-	Probable short chain alcohol dehydrogenase/reductase	Growth advantage	intermediary metabolism and respiration	Rv0554, Rv2795c, Rv2752c, Rv0561c, Rv0470c, Rv3283, Rv0465c, Rv1280c, Rv2383c, Rv2384
Rv3058c	-	Possible transcriptional regulatory protein (probably TetR-family)	Growth advantage	regulatory proteins	Rv3687c, Rv1026, Rv3062, Rv0948c, Rv2217, Rv1737c, Rv1596, Rv2031c, Rv0019c, Rv0937c
Rv3059	cyp136	Probable cytochrome P450 136 Cyp136	Growth advantage	intermediary metabolism and respiration	Rv1399c, Rv3056, Rv0629c, Rv0838, Rv1182, Rv1330c, Rv0252, Rv3566c, Rv1640c, Rv1511
Rv3060c	-	Probable transcriptional regulatory protein (probably GntR-family)	Non essential	regulatory proteins	Rv3056, Rv1182, Rv3731, Rv1028c, Rv2095c, Rv3379c, Rv1304, Rv1651c, Rv3059, Rv1294
Rv3061c	fadE22	Probable acyl-CoA dehydrogenase FadE22	Non essential	lipid metabolism	Rv3089, Rv1180, Rv3480c, Rv2289, Rv3734c, Rv2407, Rv1777, Rv3198c, Rv2006, Rv3133c
